0.000000000000000000e+00,9.677999999999999936e-01
0.000000000000000000e+00,9.337999999999999634e-01
1.000000000000000000e+00,9.617999999999999883e-01
2.000000000000000000e+00,9.724000000000000421e-01
3.000000000000000000e+00,9.778999999999999915e-01
4.000000000000000000e+00,9.810999999999999721e-01
5.000000000000000000e+00,9.842999999999999527e-01
6.000000000000000000e+00,9.858000000000000096e-01
7.000000000000000000e+00,9.869999999999999885e-01
8.000000000000000000e+00,9.878000000000000114e-01
9.000000000000000000e+00,9.885000000000000453e-01
1.000000000000000000e+01,9.892999999999999572e-01
1.100000000000000000e+01,9.899999999999999911e-01
1.200000000000000000e+01,9.909999999999999920e-01
1.300000000000000000e+01,9.918000000000000149e-01
1.400000000000000000e+01,9.919000000000000039e-01
1.500000000000000000e+01,9.919999999999999929e-01
1.600000000000000000e+01,9.922999999999999599e-01
1.700000000000000000e+01,9.923999999999999488e-01
1.800000000000000000e+01,9.925000000000000488e-01
1.900000000000000000e+01,9.929000000000000048e-01
2.000000000000000000e+01,9.930999999999999828e-01
2.100000000000000000e+01,9.932999999999999607e-01
2.200000000000000000e+01,9.933999999999999497e-01
2.300000000000000000e+01,9.936000000000000387e-01
2.400000000000000000e+01,9.936000000000000387e-01
2.500000000000000000e+01,9.938000000000000167e-01
2.600000000000000000e+01,9.937000000000000277e-01
2.700000000000000000e+01,9.938000000000000167e-01
2.800000000000000000e+01,9.939000000000000057e-01
2.900000000000000000e+01,9.939000000000000057e-01
3.000000000000000000e+01,9.938000000000000167e-01
3.100000000000000000e+01,9.937000000000000277e-01
3.200000000000000000e+01,9.936000000000000387e-01
3.300000000000000000e+01,9.933999999999999497e-01
3.400000000000000000e+01,9.935000000000000497e-01
3.500000000000000000e+01,9.930999999999999828e-01
3.600000000000000000e+01,9.933999999999999497e-01
3.700000000000000000e+01,9.933999999999999497e-01
3.800000000000000000e+01,9.936000000000000387e-01
3.900000000000000000e+01,9.933999999999999497e-01
4.000000000000000000e+01,9.929000000000000048e-01
4.100000000000000000e+01,9.932999999999999607e-01
4.200000000000000000e+01,9.931999999999999718e-01
4.300000000000000000e+01,9.935000000000000497e-01
4.400000000000000000e+01,9.932999999999999607e-01
4.500000000000000000e+01,9.935000000000000497e-01
4.600000000000000000e+01,9.930999999999999828e-01
4.700000000000000000e+01,9.931999999999999718e-01
4.800000000000000000e+01,9.939000000000000057e-01
4.900000000000000000e+01,9.932999999999999607e-01
5.000000000000000000e+01,9.932999999999999607e-01
5.100000000000000000e+01,9.939999999999999947e-01
5.200000000000000000e+01,9.931999999999999718e-01
5.300000000000000000e+01,9.937000000000000277e-01
5.400000000000000000e+01,9.929000000000000048e-01
5.500000000000000000e+01,9.935000000000000497e-01
5.600000000000000000e+01,9.930999999999999828e-01
5.700000000000000000e+01,9.939999999999999947e-01
5.800000000000000000e+01,9.933999999999999497e-01
5.900000000000000000e+01,9.933999999999999497e-01
6.000000000000000000e+01,9.931999999999999718e-01
6.100000000000000000e+01,9.935000000000000497e-01
6.200000000000000000e+01,9.926000000000000378e-01
6.300000000000000000e+01,9.928000000000000158e-01
6.400000000000000000e+01,9.929999999999999938e-01
6.500000000000000000e+01,9.938000000000000167e-01
6.600000000000000000e+01,9.930999999999999828e-01
6.700000000000000000e+01,9.927000000000000268e-01
6.800000000000000000e+01,9.937000000000000277e-01
6.900000000000000000e+01,9.940999999999999837e-01
7.000000000000000000e+01,9.936000000000000387e-01
7.100000000000000000e+01,9.939000000000000057e-01
7.200000000000000000e+01,9.932999999999999607e-01
7.300000000000000000e+01,9.931999999999999718e-01
7.400000000000000000e+01,9.937000000000000277e-01
7.500000000000000000e+01,9.938000000000000167e-01
7.600000000000000000e+01,9.938000000000000167e-01
7.700000000000000000e+01,9.939000000000000057e-01
7.800000000000000000e+01,9.938000000000000167e-01
7.900000000000000000e+01,9.929000000000000048e-01
8.000000000000000000e+01,9.939000000000000057e-01
8.100000000000000000e+01,9.939999999999999947e-01
8.200000000000000000e+01,9.933999999999999497e-01
8.300000000000000000e+01,9.933999999999999497e-01
8.400000000000000000e+01,9.935000000000000497e-01
8.500000000000000000e+01,9.936000000000000387e-01
8.600000000000000000e+01,9.929000000000000048e-01
8.700000000000000000e+01,9.941999999999999726e-01
8.800000000000000000e+01,9.939999999999999947e-01
8.900000000000000000e+01,9.939999999999999947e-01
9.000000000000000000e+01,9.938000000000000167e-01
9.100000000000000000e+01,9.939999999999999947e-01
9.200000000000000000e+01,9.936000000000000387e-01
9.300000000000000000e+01,9.906000000000000361e-01
9.400000000000000000e+01,9.936000000000000387e-01
9.500000000000000000e+01,9.936000000000000387e-01
9.600000000000000000e+01,9.938000000000000167e-01
9.700000000000000000e+01,9.937000000000000277e-01
9.800000000000000000e+01,9.939000000000000057e-01
9.900000000000000000e+01,9.939000000000000057e-01
1.000000000000000000e+02,9.939999999999999947e-01
1.010000000000000000e+02,9.936000000000000387e-01
1.020000000000000000e+02,9.935000000000000497e-01
1.030000000000000000e+02,9.935000000000000497e-01
1.040000000000000000e+02,9.930999999999999828e-01
1.050000000000000000e+02,9.935000000000000497e-01
1.060000000000000000e+02,9.932999999999999607e-01
1.070000000000000000e+02,9.931999999999999718e-01
1.080000000000000000e+02,9.913999999999999480e-01
1.090000000000000000e+02,9.933999999999999497e-01
1.100000000000000000e+02,9.930999999999999828e-01
